Headline,Body_ID,Stance
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,1958,0
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",1702,3
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,108,2
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,2154,2
"Cook said to confirm Apple Watch is showerproof, lasts a day",121,3
Mum Offers to Sell Twin Boy to Save Twin Girl,1627,0
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",776,3
Cold Turkey,1949,0
Founding Fathers-Era Time Capsule Found in Boston,2061,3
ISIS Appears To Behead American Photojournalist In YouTube Video,1261,3
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,913,3
You may be able to make appointments at the Apple Store to try on the Apple Watch when it launches,2056,2
Soldier shot at War Memorial; multiple shots fired in Parliament,2156,0
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",366,2
Whiz kid stock picker: I didn't actually make $72M trading,313,3
Isis video claims to show beheading of British hostage David Haines,1301,3
Soldier shot near Canadian parliament building,1574,3
ISIS leader dead?,1631,3
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",1358,3
British rapper a suspect in ISIS beheading,975,3
Jose Canseco shoots self in hand,2000,2
New policy could reduce marijuana possession arrests,687,3
Eyewitness Says Viral Video of Homeless Man Was Staged,1934,3
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,1015,3
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1795,3
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2313,3
Seth Rogen to play Woz in Jobs biopic,646,3
ISIS cracks down on five confirmed Ebola cases among fighters: official,527,3
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",1933,3
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1776,3
Islamic State reports youngest jihadist 'martyred' in battle,847,3
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2081,3
Reports: Boko Haram may release schoolgirls as part of deal,1697,3
Report: Christian Bale Will Play Steve Jobs,1658,3
"Islamic State leader's family detained by Lebanon, officials say",2268,2
Hilarious: North Dakota Pays Special Tribute to President Obama,265,3
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',730,3
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,1314,2
Apple may launch 12-inch MacBook Air with Retina Display,1234,3
Bali spider burrows under Aussie’s chest,986,1
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2377,3
Apple's 12-Inch Retina MacBook Air Shown in Artist's Renditions,1362,2
"Nun gives birth, intends to keep baby",534,2
Pentagon: Somali terror group leader killed in U.S. airstrike,2374,2
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,467,3
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,1948,3
Experts: More facts needed on purported audio recording of Michael Brown shooting,2141,3
"No, a bird didn't poop on Vladimir Putin",720,3
Microsoft turns to robotic security guards to watch for trouble,2306,3
Amazon.com to open first physical store in Manhattan: DJ,568,3
Iraqi media: ISIS militants have contracted Ebola,2138,2
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,2421,3
Everyone chill! Banksy has NOT been arrested,2412,3
Missing American journalist reportedly beheaded by Islamic State ,984,3
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",419,3
Macaulay Culkin Dead?,2341,2
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,1803,3
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1540,1
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1372,3
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1374,0
Saddam Hussein’s pilots training Islamic State group,487,3
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,723,3
"Palestine accuses Israel of opening dams, flooding Gaza, forcing evacuations",993,3
Give a homeless man $100 and see what he does with it [Video],1681,3
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2356,2
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1572,3
CNN Posts Alleged Audio of Michael Brown Shooting,1818,2
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,707,3
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1597,2
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,2192,3
Catholic Priest Claims God Is Female After Clinically Dead Experience,2520,3
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,646,3
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,8,3
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",173,3
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1221,3
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2220,3
Apple Watch launch expected in late March,2273,2
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",788,3
Isis claims it has US airdrop of weapons,1347,3
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2463,2
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",2147,3
Meteorite leaves crater in Nicaraguan capital Managua,1825,2
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',2254,3
Texas City plumber's truck ends up in Syrian war,1299,3
Has Ebola infected Isis militants in Mosul?,2299,3
Was The Batmobile Stolen In Detroit?,61,3
Apple Watch mass production kicks off in January: Report,2116,3
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,1223,3
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,693,3
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1681,3
Macaulay Culkin dead: The death hoax is once again on the child actor,1423,3
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1029,3
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1739,3
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,416,2
'Spiderman' squished: Perth experts debunk spider burrowing claims,2293,2
God Is A Woman – Resurrected Father Narated,1849,0
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,2192,3
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",922,2
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",527,3
Matt Taibbi on leave of absence from First Look Media,879,0
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,539,3
Unverified video shows beheading of aid worker David Haines,1477,3
Dumped woman spends a week in KFC to get over ex,1266,3
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",908,3
WTC rats scare off Anna Wintour,367,3
"Managua explosion not a meteorite, NASA suggests",1213,0
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2338,2
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,2410,3
"In Kim Jong Un's absence, his sister may rule. Or not.",490,3
"Yemen says U.S. man freed, sister says he’s dead",1256,3
Islamic State using 'SCORPION bombs' to terrorise victims,1385,3
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1349,3
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,530,3
The rats eat Prada at Vogue NY office,1435,3
What One Homeless Man Does with $100 Will Astonish You (VIDEO),2305,0
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1002,3
"No, a spider (probably) didn't crawl through a man's body for several days",1860,1
Isis tells mother on rescue mission :’You’ve just eaten your son’,2313,3
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",986,3
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1217,2
North Korean leader Kim Jong-un to open restaurant in Scotland,2225,1
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,639,3
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1575,3
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,214,3
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2141,3
"North Korea ordered citizens named Kim Jong Un to change their names, says new report",520,3
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,1408,3
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",472,3
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1461,3
Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,2377,2
ISIS Beheads American Journalist,7,3
Alleged audio of Michael Brown shooting released,1628,3
Wayward sister ‘nun the wiser’ about baby,699,3
Apple may launch 12-inch MacBook Air with Retina Display,2509,3
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1339,3
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,2344,3
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,1534,2
Breaking: Soldier shot at National War Memorial in Ottawa,1089,0
"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",1814,3
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2367,3
"A message from Jim's mom, Diane Foley:",2296,3
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",964,3
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1790,2
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1528,3
Kanye Banned,514,2
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2296,3
Lebanon 'holding IS leader's daughter and ex-wife',1943,3
Pumpkin Spice condoms? Don't fall for this hoax.,608,3
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1959,0
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,633,3
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,458,0
Ottawa Gunman Identified As Michael Zehaf-Bibeau,2141,3
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,1380,0
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1438,3
British hostage David Haines beheaded by Islamic State terrorists,1360,3
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1237,3
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",125,3
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",2448,2
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1368,2
Kim Jong-Un 'bans the name Kim Jong-un',2296,3
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",54,3
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1296,3
Meet the X-BOY: Electric shock turns kid into MAGNETO,2415,2
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,1278,3
Priest who died for 48 minutes says he met God and she’s a woman,1008,0
BREAKING: ISIS Beheads American Journalist James Wright Foley,1283,3
'Hairgate': iPhone hit by new social media storm,1787,3
Mexico Says Students Not Among Dead in Mass Grave,1912,2
Was The Batmobile Stolen In Detroit?,621,3
New Audio Shows Michael Brown Was Shot at 11 Times,511,3
Iraqi airstrike kills key ISIL leader,1871,3
Obama: murder of James Foley 'shocks the conscience of the entire world',26,3
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2304,2
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1103,3
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",365,3
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",2497,2
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1875,3
Audio may have captured Michael Brown shooting,1131,3
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,614,2
Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,2290,2
"No, that broken pencil illustration isn't by Banksy",1545,3
"So, There Might Be a Rat Infestation at Vogue",2520,2
Cannibal mum tries to EAT her own baby shortly after giving birth,867,3
Soldier shot in Ottawa at War Memorial,961,3
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1574,3
Report: Exec popped for $300k dinner after run at blackjack,1682,2
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1946,2
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1471,2
Watch marine take sniper shot to the head and live,2213,3
The baby from Teletubbies reveals herself,2076,0
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1906,3
